epoch,mean_ret,mean_len,pi_loss,vf_loss,kl,pi_iters,n_episodes,rmse_curve,rmse_line,rmse_hold,elapsed_s
35,-329.9121,250.0,-0.006597,5288.620605,0.015754,6,8,2.5938,1.8411,nan,5.49
36,-267.8680,250.0,-0.007353,1542.086304,0.015787,10,8,1.1923,1.7791,nan,5.47
37,-214.8297,250.0,-0.008063,524.530334,0.015237,11,8,1.1348,1.3987,nan,5.57
38,-242.7593,250.0,-0.025502,699.106689,0.015065,77,8,1.2612,1.4681,nan,5.79
39,-255.8933,250.0,-0.008453,845.476562,0.015495,11,8,1.2463,1.5256,nan,5.47
40,-239.3084,250.0,-0.011535,993.318054,0.015097,17,8,1.0785,1.6199,nan,5.66
41,-226.4895,250.0,-0.006685,566.206421,0.016578,7,8,1.1579,1.5387,nan,5.47
42,-242.5632,250.0,-0.005774,729.758362,0.016772,6,8,1.3112,1.4519,nan,5.84
43,-230.8746,250.0,-0.007382,626.863708,0.016211,8,8,1.1251,1.4303,nan,5.41
44,-241.3118,250.0,-0.028152,691.902222,0.015031,44,8,1.2895,1.4682,nan,5.53
45,-252.3222,250.0,-0.008775,757.314880,0.015925,10,8,1.2355,1.5187,nan,5.44
46,-216.6197,250.0,-0.006385,532.010742,0.016753,8,8,1.0772,1.2254,nan,5.47
47,-225.2911,250.0,-0.005134,629.567322,0.017680,5,8,1.0599,1.6316,nan,5.35
48,-205.0354,250.0,-0.006194,620.569824,0.018490,6,8,1.1501,1.6901,nan,5.72
49,-233.7934,250.0,-0.004219,608.828369,0.016576,6,8,1.2567,1.4222,nan,5.49
50,-266.0226,250.0,-0.023236,1164.600464,0.015216,56,8,1.1350,1.6195,nan,5.88
51,-219.8306,250.0,-0.009139,547.337402,0.016467,10,8,1.0175,1.4441,nan,5.59
52,-252.1554,250.0,-0.006638,719.909180,0.017779,7,8,1.0383,1.4601,nan,5.81
53,-218.4388,250.0,-0.008412,504.491241,0.016724,7,8,1.1151,1.6601,nan,5.96
54,-249.6348,250.0,-0.007378,931.038208,0.015475,9,8,1.1796,1.6255,nan,6.16
55,-224.9280,250.0,-0.009570,619.887390,0.015575,9,8,0.9721,1.6138,nan,6.03
56,-249.3323,250.0,-0.006834,705.554260,0.016238,9,8,1.2336,1.8518,nan,6.22
57,-192.3940,250.0,-0.014424,287.390015,0.015181,21,8,1.1255,nan,nan,6.00
58,-264.1689,250.0,-0.014102,865.508728,0.015124,17,8,1.3659,1.6702,nan,6.12
59,-230.1084,250.0,-0.010247,764.937866,0.015503,12,8,0.9960,1.5510,nan,5.90
60,-249.7285,250.0,-0.008590,734.101807,0.015506,8,8,1.0993,1.6474,nan,5.76
61,-203.4425,250.0,-0.005086,324.261841,0.016123,8,8,1.0884,1.3650,nan,5.50
62,-240.8467,250.0,-0.006543,642.466064,0.015528,8,8,1.1652,1.5093,nan,5.74
63,-210.0119,250.0,-0.008329,391.464569,0.016181,8,8,1.0963,1.3369,nan,5.85
64,-220.8850,250.0,-0.003998,559.175720,0.015706,5,8,1.0455,1.5630,nan,5.69
65,-200.7176,250.0,-0.009680,390.153961,0.015582,11,8,1.0051,1.7460,nan,5.59
66,-240.1490,250.0,-0.005028,768.160217,0.015182,6,8,1.1453,1.5358,nan,5.72
67,-256.6089,250.0,-0.006856,856.708801,0.015450,7,8,1.1536,1.6930,nan,5.57
68,-242.1308,250.0,-0.008712,972.459351,0.015390,11,8,1.1627,1.8194,nan,5.45
69,-241.5784,250.0,-0.014473,702.513489,0.015505,21,8,1.0708,1.7462,nan,5.76
70,-216.2015,250.0,-0.007093,399.827942,0.015139,8,8,1.0781,1.7158,nan,5.60
71,-198.3526,250.0,-0.007340,334.179382,0.020019,6,8,1.0441,1.5026,nan,5.46
72,-208.8124,250.0,-0.008886,360.618347,0.016057,9,8,1.1387,1.3265,nan,5.40
73,-187.4049,250.0,-0.005212,219.925079,0.015591,6,8,1.0714,1.0283,nan,5.48
74,-221.9603,250.0,-0.005988,411.103668,0.016183,7,8,1.1260,1.5730,nan,5.53
75,-238.4308,250.0,-0.007667,513.920166,0.017059,8,8,1.1776,1.4481,nan,5.59
76,-213.3868,250.0,-0.013784,382.547699,0.015422,18,8,1.0831,1.2900,nan,5.69
77,-236.1534,250.0,-0.007865,556.549316,0.017301,10,8,1.1412,1.3551,nan,5.66
78,-244.2196,250.0,-0.005337,609.342651,0.015983,7,8,1.0215,1.5371,nan,5.55
79,-169.7578,250.0,-0.004275,181.852600,0.015010,6,8,0.9700,1.0309,nan,5.39
80,-252.1882,250.0,-0.010892,896.307617,0.015817,13,8,1.0529,1.5383,nan,5.78
81,-226.1369,250.0,-0.007679,473.759705,0.015864,11,8,1.1516,1.4059,nan,5.67
82,-236.6673,250.0,-0.004877,822.649292,0.019110,4,8,0.9814,1.8029,nan,5.50
83,-252.0955,250.0,-0.012234,1103.926758,0.015147,17,8,0.9547,1.6174,nan,5.65
84,-342.0442,250.0,-0.007570,17157.546875,0.015323,6,8,1.1070,4.6371,nan,5.65
85,-219.5090,250.0,-0.005395,393.262878,0.015328,7,8,1.1768,1.6223,nan,5.67
86,-216.4439,250.0,-0.018846,443.941528,0.015216,38,8,1.1560,1.5037,nan,6.14
87,-198.4364,250.0,-0.007357,343.487915,0.015311,8,8,1.0903,1.7016,nan,5.81
88,-250.3514,250.0,-0.008794,609.508362,0.015086,16,8,1.1767,1.6376,nan,5.64
89,-191.2810,250.0,-0.007368,297.698486,0.015101,6,8,1.0359,1.7336,nan,5.73
90,-239.8794,250.0,-0.018065,657.610352,0.015157,31,8,1.1247,1.7795,nan,5.77
91,-198.7462,250.0,-0.007298,343.714172,0.016347,6,8,0.9749,1.3041,nan,5.84
92,-184.1633,250.0,-0.005889,276.777252,0.017764,6,8,1.0630,1.0203,nan,5.51
93,-198.6067,250.0,-0.006026,320.601257,0.016906,8,8,1.0643,1.3077,nan,5.56
94,-214.5354,250.0,-0.004823,474.223114,0.015157,5,8,1.1013,1.5476,nan,5.42
95,-217.8896,250.0,-0.005583,400.785858,0.017304,7,8,1.0479,1.4194,nan,5.55
96,-201.1825,250.0,-0.005602,334.284363,0.015823,5,8,0.9959,1.5198,nan,5.43
97,-220.9078,250.0,-0.016394,384.429901,0.015117,23,8,0.9987,1.4315,nan,5.79
98,-215.8331,250.0,-0.009100,476.546936,0.015215,13,8,1.0412,1.4271,nan,5.61
99,-220.5482,250.0,-0.008763,424.498138,0.015747,11,8,1.1045,1.4772,nan,5.63
100,-252.4399,250.0,-0.005705,852.597107,0.015792,6,8,0.9453,1.5024,nan,5.74
101,-211.9251,250.0,-0.007623,413.402435,0.015771,10,8,1.0960,1.4319,nan,5.39
102,-232.7376,250.0,-0.010977,548.424438,0.016743,11,8,0.9721,1.4925,nan,5.46
103,-245.2463,250.0,-0.006454,573.914429,0.015338,11,8,1.0721,1.5556,nan,5.37
104,-225.7409,250.0,-0.014599,468.313019,0.015464,16,8,1.0569,1.5175,nan,5.65
105,-193.9908,250.0,-0.003867,260.106628,0.015495,7,8,1.0865,1.1749,nan,5.49
106,-200.1056,250.0,-0.006504,330.373138,0.015378,7,8,1.0816,1.4464,nan,5.45
107,-203.7702,250.0,-0.005602,365.803589,0.015597,7,8,1.0124,1.4751,nan,5.51
108,-206.3406,250.0,-0.008846,288.290344,0.015305,9,8,1.1211,1.3064,nan,5.52
109,-200.5684,250.0,-0.007532,321.191437,0.016587,7,8,1.1001,1.4326,nan,5.55
110,-229.0956,250.0,-0.006619,432.734253,0.015881,8,8,1.0504,1.4504,nan,5.40
111,-194.4207,250.0,-0.006781,255.358063,0.016409,9,8,1.0247,1.4230,nan,5.65
112,-231.1095,250.0,-0.005635,449.510895,0.018070,6,8,1.1704,1.6644,nan,5.48
113,-238.8965,250.0,-0.006647,507.387787,0.015997,7,8,1.2312,1.5285,nan,5.56
114,-210.8422,250.0,-0.006752,367.456451,0.015033,8,8,0.9818,1.4419,nan,5.50
115,-245.1536,250.0,-0.005913,468.709106,0.017771,7,8,1.1920,1.5958,nan,5.56
116,-179.3220,250.0,-0.028766,240.317841,0.015077,77,8,1.0403,1.6708,nan,5.85
117,-206.8455,250.0,-0.009111,317.106750,0.015156,8,8,1.0010,1.5456,nan,5.78
118,-207.1178,250.0,-0.006887,369.010315,0.016773,9,8,1.0192,1.3139,nan,5.74
119,-233.6774,250.0,-0.006878,493.708405,0.015038,8,8,0.9763,1.4175,nan,5.54
120,-204.1459,250.0,-0.026817,310.217377,0.015038,60,8,1.0664,1.5421,nan,6.04
121,-216.1769,250.0,-0.009609,354.904999,0.016116,10,8,0.9460,1.4903,nan,5.82
122,-200.6119,250.0,-0.009620,318.861969,0.016230,9,8,0.8729,1.4479,nan,5.87
123,-225.1190,250.0,-0.003902,442.369812,0.015045,4,8,0.8850,1.4126,nan,5.70
124,-224.5945,250.0,-0.012687,459.890869,0.015721,14,8,1.0810,1.3887,nan,5.60
125,-205.2598,250.0,-0.006469,382.987030,0.016857,7,8,0.9205,1.3593,nan,5.54
126,-211.7473,250.0,-0.007345,312.360992,0.018334,5,8,0.9484,1.3711,nan,5.67
127,-247.8565,250.0,-0.004808,536.934448,0.015125,4,8,0.9808,1.3867,nan,5.86
128,-188.2447,250.0,-0.010997,253.476181,0.015991,10,8,0.9556,1.2669,nan,5.40
129,-179.6306,250.0,-0.012783,222.258255,0.015199,14,8,0.9543,1.4186,nan,5.61
130,-221.9599,250.0,-0.004776,308.038574,0.017101,4,8,1.0250,1.4534,nan,5.66
131,-215.7479,250.0,-0.003470,321.944733,0.016717,6,8,1.0151,1.3666,nan,5.45
132,-203.1059,250.0,-0.033393,228.492996,0.010205,80,8,0.9405,1.3501,nan,5.78
133,-206.1166,250.0,-0.009375,308.977234,0.017367,7,8,0.7636,1.2537,nan,5.40
134,-189.7726,250.0,-0.006598,232.365570,0.017043,7,8,0.9434,1.4755,nan,5.69
135,-179.2595,250.0,-0.003830,222.843292,0.015382,4,8,0.9756,1.0884,nan,5.42
136,-225.1200,250.0,-0.006746,367.319275,0.017588,7,8,0.9707,1.3396,nan,5.49
137,-214.0363,250.0,-0.009392,297.164612,0.016657,10,8,1.0985,1.3666,nan,5.44
138,-165.4716,250.0,-0.011080,141.976440,0.015508,11,8,0.8288,1.5035,nan,5.48
139,-197.7603,250.0,-0.006282,218.395599,0.016704,7,8,0.8979,1.4376,nan,5.63
140,-201.2320,250.0,-0.013384,227.424683,0.015932,15,8,0.9709,1.2949,nan,5.43
141,-191.1801,250.0,-0.008383,204.753784,0.015265,8,8,0.9390,1.2505,nan,5.59
142,-200.5388,250.0,-0.005914,179.454041,0.017199,5,8,0.9658,1.2534,nan,5.43
143,-172.3668,250.0,-0.004576,117.331856,0.017488,5,8,0.9694,1.1234,nan,5.90
144,-236.9285,250.0,-0.005516,618.819580,0.016797,6,8,0.9471,1.6069,nan,5.49
145,-185.3224,250.0,-0.006737,191.089569,0.018634,5,8,0.9849,1.3665,nan,5.68
146,-201.8203,250.0,-0.005271,386.861511,0.018288,4,8,0.9338,1.4838,nan,5.84
147,-170.4057,250.0,-0.004883,154.486801,0.015857,4,8,0.9164,1.2608,nan,5.62
148,-181.5395,250.0,-0.004684,135.588074,0.018245,4,8,0.9963,0.9633,nan,5.62
149,-207.9335,250.0,-0.003618,174.001907,0.016185,6,8,1.0008,1.3273,nan,5.72
150,-187.9886,250.0,-0.005352,166.304459,0.018422,6,8,0.9648,1.1092,nan,5.72
151,-229.1812,250.0,-0.011429,276.897430,0.015223,15,8,1.0493,1.3043,nan,5.96
152,-197.1704,250.0,-0.005127,215.717880,0.015884,5,8,0.9522,1.1205,nan,5.80
153,-185.1588,250.0,-0.008091,185.793915,0.015961,6,8,0.9905,1.3243,nan,5.89
154,-191.8824,250.0,-0.007819,178.092972,0.015726,9,8,1.0100,1.1423,nan,5.87
155,-217.8805,250.0,-0.007722,276.223938,0.015336,5,8,1.0507,1.4369,nan,5.69
156,-224.0714,250.0,-0.004518,345.606720,0.015972,5,8,1.0024,1.5546,nan,5.57
157,-202.2568,250.0,-0.004146,187.134171,0.015614,5,8,0.9265,1.3726,nan,5.52
158,-202.3309,250.0,-0.005667,216.788025,0.015353,7,8,0.9839,1.3699,nan,5.46
159,-235.9312,250.0,-0.005569,544.383179,0.015577,5,8,1.0398,1.4707,nan,5.41
160,-190.0263,250.0,-0.020781,206.215317,0.015318,26,8,1.0449,1.3292,nan,5.55
161,-197.8836,250.0,-0.005764,204.189117,0.018146,6,8,1.0089,1.4110,nan,5.67
162,-185.4278,250.0,-0.003505,181.975494,0.016288,5,8,1.0259,1.2243,nan,5.46
163,-199.9470,250.0,-0.004889,209.892120,0.015268,7,8,1.0227,1.3254,nan,5.38
164,-206.7266,250.0,-0.013766,200.067703,0.016104,14,8,0.9052,1.3731,nan,5.63
165,-199.1053,250.0,-0.010329,201.862030,0.015302,13,8,0.8194,1.2149,nan,5.48
166,-192.7111,250.0,-0.007017,174.783997,0.015425,8,8,0.9966,1.3085,nan,5.63
167,-203.9725,250.0,-0.004319,231.813904,0.016210,6,8,0.9451,1.2530,nan,5.40
168,-204.4902,250.0,-0.005402,236.750748,0.018343,5,8,1.0298,1.3746,nan,5.47
169,-176.8580,250.0,-0.009871,191.025772,0.015182,12,8,1.0074,1.1251,nan,5.66
170,-186.8930,250.0,-0.004824,197.544586,0.018363,5,8,0.8828,1.3266,nan,5.57
171,-178.0224,250.0,-0.005121,197.044052,0.016551,4,8,0.9427,1.2739,nan,5.52
172,-174.5662,250.0,-0.021812,148.723129,0.015161,60,8,1.0704,1.0668,nan,5.72
173,-180.8873,250.0,-0.007249,230.212646,0.015518,7,8,0.9580,1.2901,nan,5.93
174,-184.8627,250.0,-0.003414,228.233337,0.015118,4,8,0.8820,1.3163,nan,5.47
175,-174.9708,250.0,-0.004210,230.482422,0.017158,6,8,0.9165,1.5630,nan,5.43
176,-205.1932,250.0,-0.021663,366.470673,0.015274,40,8,0.9275,1.7240,nan,5.69
177,-169.0350,250.0,-0.008619,155.759872,0.015031,9,8,0.9476,1.2402,nan,5.91
178,-183.0600,250.0,-0.015959,180.855713,0.015175,18,8,0.9831,1.2066,nan,5.54
179,-174.0581,250.0,-0.030131,187.698502,0.008267,80,8,0.8405,1.1924,nan,5.86
180,-188.8128,250.0,-0.020020,207.305161,0.015282,32,8,0.8504,1.2407,nan,5.90
181,-169.2508,250.0,-0.021699,188.606873,0.015157,39,8,0.8857,1.3300,nan,5.91
182,-181.8464,250.0,-0.006952,184.963959,0.015960,6,8,0.9952,1.2161,nan,5.84
183,-183.4319,250.0,-0.009054,187.200882,0.015371,10,8,0.9106,1.3775,nan,5.75
184,-165.1934,250.0,-0.008556,170.710327,0.015269,8,8,0.8451,1.1328,nan,5.68
185,-164.9884,250.0,-0.005217,187.925217,0.015452,7,8,0.9038,1.1789,nan,5.62
186,-184.8470,250.0,-0.006286,207.470078,0.016581,6,8,0.8597,1.1737,nan,5.84
187,-164.4410,250.0,-0.020477,137.178528,0.015464,26,8,0.8615,0.9761,nan,5.76
188,-153.7356,250.0,-0.005712,141.435425,0.015432,5,8,0.8714,1.1824,nan,5.86
189,-216.3080,250.0,-0.010082,323.151581,0.015325,11,8,0.8121,1.3841,nan,5.50
190,-186.2973,250.0,-0.033385,242.854782,0.013551,80,8,1.0320,1.3178,nan,5.88
191,-223.8932,250.0,-0.009871,478.119873,0.019600,6,8,0.8711,1.4581,nan,5.50
192,-191.1606,250.0,-0.006321,288.871552,0.017424,5,8,0.8742,1.4650,nan,5.45
193,-182.3528,250.0,-0.003133,253.043243,0.015624,6,8,0.8945,1.3414,nan,5.48
194,-188.8375,250.0,-0.032282,233.230453,0.007262,80,8,0.9434,1.3490,nan,5.82
195,-174.2995,250.0,-0.010631,157.459991,0.018911,7,8,0.9520,1.1713,nan,5.41
196,-178.6757,250.0,-0.020187,204.953995,0.015043,36,8,0.8493,1.4794,nan,5.77
197,-172.5170,250.0,-0.004002,176.400024,0.015855,4,8,0.8825,1.1531,nan,5.82
198,-179.2947,250.0,-0.005529,201.247955,0.017058,4,8,0.7818,1.3712,nan,5.55
199,-206.2182,250.0,-0.003657,351.118591,0.015813,5,8,0.8062,1.5561,nan,5.76
200,-188.2412,250.0,-0.004307,208.934845,0.020612,4,8,0.9086,1.3351,nan,5.43
201,-145.6762,250.0,-0.003929,145.241379,0.015210,4,8,0.8995,1.0285,nan,5.50
202,-174.3269,250.0,-0.006938,175.874786,0.016648,6,8,0.9509,1.2685,nan,5.70
203,-182.1524,250.0,-0.007994,261.715698,0.018645,5,8,0.8357,1.7921,nan,5.60
204,-201.4069,250.0,-0.008171,326.148407,0.016875,6,8,1.0316,1.5147,nan,5.52
205,-171.6632,250.0,-0.003622,191.688431,0.017612,4,8,0.8441,1.2919,nan,5.66
206,-161.1890,250.0,-0.003221,154.709198,0.015265,4,8,0.8429,1.4787,nan,5.42
207,-171.6549,250.0,-0.003305,265.953888,0.017666,4,8,0.8073,1.8402,nan,5.83
208,-176.1972,250.0,-0.007131,196.214005,0.016943,6,8,0.8192,1.2879,nan,5.64
209,-152.4307,250.0,-0.024828,137.409134,0.015034,45,8,0.8485,1.0546,nan,5.72
210,-163.0176,250.0,-0.013606,173.816376,0.015078,11,8,0.8081,1.2521,nan,5.40
211,-178.0743,250.0,-0.010708,231.568954,0.016011,11,8,0.8719,1.3696,nan,5.60
212,-174.8444,250.0,-0.006747,214.878281,0.015394,6,8,0.9078,1.3692,nan,5.69
213,-181.7589,250.0,-0.004935,271.949738,0.015045,6,8,0.8960,1.8795,nan,5.58
214,-216.7657,250.0,-0.009931,382.456482,0.015341,13,8,0.9335,1.5448,nan,5.78
215,-174.2260,250.0,-0.005928,191.782059,0.017274,6,8,0.9154,1.2014,nan,5.90
216,-162.7227,250.0,-0.006992,150.404312,0.015238,10,8,0.7734,1.1837,nan,5.83
217,-200.5310,250.0,-0.007077,278.772614,0.016258,10,8,0.8893,1.1775,nan,5.87
218,-135.6392,250.0,-0.030949,114.573166,0.011211,80,8,0.7751,0.8774,nan,6.06
219,-181.3215,250.0,-0.007453,191.082031,0.015732,6,8,0.8465,1.2225,nan,5.58
220,-178.3745,250.0,-0.005885,242.393951,0.017075,6,8,0.8300,1.4003,nan,5.77
221,-188.0157,250.0,-0.007547,251.558243,0.016331,7,8,0.9335,1.1052,nan,5.80
222,-162.5009,250.0,-0.006518,154.962952,0.015174,5,8,0.8704,1.0092,nan,5.64
223,-214.5118,250.0,-0.004293,431.749054,0.019376,4,8,0.8531,1.3139,nan,5.70
224,-182.2165,250.0,-0.006645,235.664932,0.015691,7,8,0.9921,1.2683,nan,5.48
225,-167.1592,250.0,-0.009065,182.177887,0.015596,10,8,0.9208,1.2502,nan,5.55
226,-182.8417,250.0,-0.010169,233.167374,0.015540,9,8,0.9028,1.0984,nan,5.51
227,-172.8771,250.0,-0.008291,221.276535,0.016888,6,8,0.8327,1.3731,nan,5.46
228,-172.2598,250.0,-0.018358,226.795914,0.015198,21,8,0.9611,1.2181,nan,5.57
229,-149.1811,250.0,-0.015813,132.663391,0.016840,16,8,0.7998,1.0815,nan,5.47
230,-200.4321,250.0,-0.007782,363.072784,0.017283,7,8,0.8586,1.3149,nan,5.49
231,-190.5462,250.0,-0.011010,284.069092,0.016206,15,8,0.9464,1.6590,nan,5.54
232,-180.8502,250.0,-0.006057,226.979584,0.015072,6,8,0.9022,1.2604,nan,5.59
233,-178.4778,250.0,-0.005732,287.062683,0.017390,5,8,0.8549,1.1694,nan,5.49
234,-170.4996,250.0,-0.002630,171.658005,0.015354,5,8,0.7894,1.1880,nan,5.69
235,-180.4515,250.0,-0.007967,225.737518,0.016505,10,8,0.7770,1.2245,nan,5.57
236,-175.1918,250.0,-0.007694,199.315399,0.015851,7,8,0.9175,1.1209,nan,5.45
237,-217.5364,250.0,-0.010212,449.616058,0.017342,8,8,0.8831,2.3174,nan,5.58
238,-209.9726,250.0,-0.002639,397.128998,0.015701,3,8,0.9340,1.9584,nan,5.46
239,-213.4620,250.0,-0.024276,323.580902,0.015038,53,8,0.9136,1.4936,nan,5.87
240,-164.8835,250.0,-0.029716,175.033264,0.015031,54,8,0.8926,1.0999,nan,5.57
241,-186.0084,250.0,-0.003752,284.193939,0.015901,3,8,0.8870,1.2445,nan,5.44
242,-163.8080,250.0,-0.008711,181.380997,0.015474,10,8,0.8923,1.0828,nan,5.62
243,-183.3382,250.0,-0.007152,251.308167,0.015049,7,8,0.8323,1.2320,nan,5.55
244,-191.5396,250.0,-0.005657,324.243927,0.016520,6,8,0.7580,1.3180,nan,5.62
245,-182.6383,250.0,-0.004166,249.877945,0.015874,5,8,0.8789,1.3513,nan,5.72
246,-157.4540,250.0,-0.005483,160.139252,0.016543,5,8,0.8788,1.0328,nan,5.80
247,-164.9650,250.0,-0.005666,206.837692,0.016899,6,8,0.7866,1.3594,nan,5.82
248,-193.9158,250.0,-0.031655,308.126373,0.013226,80,8,0.8002,1.4569,nan,5.95
249,-178.0081,250.0,-0.007375,244.626373,0.016451,7,8,0.7547,1.1571,nan,5.93
250,-142.2132,250.0,-0.009952,122.863335,0.016049,12,8,0.8177,0.9897,nan,5.75
251,-188.5906,250.0,-0.006767,297.479767,0.015852,7,8,0.7750,1.3782,nan,5.79
252,-174.4159,250.0,-0.015231,208.585205,0.017049,18,8,0.8710,1.3635,nan,6.09
253,-153.0633,250.0,-0.005891,181.559692,0.017315,5,8,0.6895,1.1017,nan,5.79
254,-180.7561,250.0,-0.004319,262.908905,0.018705,4,8,0.8017,1.2841,nan,5.64
255,-167.6946,250.0,-0.005122,199.915359,0.015632,7,8,0.8053,1.1704,nan,5.52
256,-144.7573,250.0,-0.004602,130.045624,0.015691,4,8,0.8537,0.8873,nan,5.64
257,-164.6558,250.0,-0.008273,229.671539,0.015133,8,8,0.7949,1.3951,nan,5.47
258,-176.6160,250.0,-0.005310,211.073349,0.017182,5,8,0.8320,1.2257,nan,5.58
259,-192.3897,250.0,-0.007049,311.914673,0.016578,7,8,0.7622,1.6740,nan,5.46
260,-193.1546,250.0,-0.006631,303.622864,0.019583,7,8,0.7336,1.7210,nan,5.57
261,-184.7197,250.0,-0.007128,272.638580,0.016316,5,8,0.7825,1.2054,nan,5.62
262,-166.4777,250.0,-0.007596,202.088730,0.017369,5,8,0.7071,1.3404,nan,5.76
263,-164.8873,250.0,-0.004562,194.335648,0.016745,6,8,0.8608,1.0824,nan,5.61
264,-190.3064,250.0,-0.006139,355.639374,0.015216,8,8,0.7858,1.3441,nan,5.54
265,-171.1887,250.0,-0.017486,204.707397,0.015056,28,8,0.8427,1.4555,nan,5.63
266,-146.9206,250.0,-0.033301,158.260376,0.013978,80,8,0.7929,0.9511,nan,5.65
267,-162.7723,250.0,-0.028042,204.922745,0.015132,47,8,0.7912,1.1722,nan,5.47
268,-165.0765,250.0,-0.008929,212.384750,0.016974,7,8,0.8037,1.1376,nan,5.48
269,-165.6580,250.0,-0.005239,191.703583,0.017688,5,8,0.8928,1.2697,nan,5.56
270,-155.3699,250.0,-0.005761,142.336868,0.017861,5,8,0.7287,1.0673,nan,5.45
271,-164.7212,250.0,-0.005752,200.762482,0.016478,5,8,0.8151,1.0947,nan,5.57
272,-161.9388,250.0,-0.003689,160.161499,0.017951,4,8,0.8001,1.0312,nan,5.57
273,-219.7158,250.0,-0.002674,403.881287,0.015538,4,8,0.8396,1.3929,nan,5.47
274,-205.3692,250.0,-0.022117,396.254761,0.015161,31,8,0.8630,1.3729,nan,5.72
275,-145.4702,250.0,-0.009469,132.080688,0.016054,9,8,0.7835,1.2261,nan,5.37
276,-147.3136,250.0,-0.010837,147.251373,0.015381,9,8,0.7709,1.0865,nan,5.58
277,-129.6586,250.0,-0.011035,98.823158,0.015892,9,8,0.8001,0.7573,nan,5.48
278,-159.7764,250.0,-0.004553,159.454407,0.015682,5,8,0.8590,1.0780,nan,5.69
279,-173.0218,250.0,-0.003511,208.667923,0.016103,4,8,0.7624,1.3773,nan,5.69
280,-136.4801,250.0,-0.004522,106.991844,0.018137,5,8,0.6780,1.0098,nan,5.69
281,-178.0619,250.0,-0.005195,231.422119,0.015864,6,8,0.7524,1.2945,nan,5.71
282,-168.2000,250.0,-0.031097,202.711563,0.012476,80,8,0.8779,1.0837,nan,6.02
