t,f_ext_x,f_ext_y,f_ext_z,f_ext_phi,f_ext_motion_0,f_ext_motion_1,f_ext_motion_2,f_ext_motion_3,f_ext_motion_4,tau_v_0,tau_v_1,tau_v_2,tau_v_3,tau_v_4,tau_v_5,tau_v_6,tau_x_0,tau_x_1,tau_x_2,tau_x_3,tau_x_4,tau_x_5,tau_x_6,tau_phi_0,tau_phi_1,tau_phi_2,tau_phi_3,tau_phi_4,tau_phi_5,tau_phi_6,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6
8.040000000000000480e-01,9.423499391007910120e-01,2.708252414819845466e+00,-6.204440681658442536e+00,-4.517509016879150963e+00,9.423499391007910120e-01,5.042006306720705489e+00,-1.748486026777148039e+00,2.915306168545435561e+00,1.050616839374095335e+00,-9.117027523721226157e-01,-1.839300612261521028e-01,-1.258383367313112844e-01,1.808734625521924919e-02,-2.683896833220502653e-01,-1.753014596860855145e-02,1.550927826349240146e-01,2.962093431022907897e+00,1.064396901013813235e+00,4.701461428769231343e-01,1.636634671676747921e+00,-9.311436190603052943e-01,-4.452641273672469646e-01,6.486696987787106128e-01,-1.455643072684338346e+00,3.342097001538718359e+00,-1.171633970856895024e+00,-1.867680233438534954e+00,1.098744210043545305e-01,-7.003065861041691820e-01,-1.693051412021837841e-16,5.947476059664469350e-01,4.222563841326379297e+00,-8.273261647112831740e-01,-2.129582155065677940e-01,-1.089658881378001043e+00,-1.163100859440024726e+00,8.037624814136343776e-01
8.050000000000000488e-01,9.945365665914365216e-01,2.474635629759883493e+00,-6.228608374710939088e+00,-4.633054351961597206e+00,9.945365665914365216e-01,4.842952731275213196e+00,-1.669188843630889041e+00,2.946270924517611522e+00,9.446443130966011292e-01,-9.999554081313938303e-01,-2.022776114990091356e-01,-1.379421427919788612e-01,2.006693415445688980e-02,-2.942841638698766582e-01,-1.928119182732096482e-02,1.700432657556189553e-01,2.906652968725676356e+00,1.067359683710636276e+00,4.064376232162096869e-01,1.601676911867208064e+00,-9.219178746395492174e-01,-4.519429328911576671e-01,6.539743142573470891e-01,-1.444815574889404930e+00,3.311421154471786199e+00,-1.162564353167790498e+00,-1.851177330350747940e+00,1.088887180614379613e-01,-6.942045205794081797e-01,0.000000000000000000e+00,4.618819857048775956e-01,4.176503226683412784e+00,-8.940688727435597283e-01,-2.294334843290829762e-01,-1.107313320447987914e+00,-1.165428645297886812e+00,8.240175800129660999e-01
8.060000000000000497e-01,1.049606635744948502e+00,2.226144694801726054e+00,-6.270362225961296332e+00,-4.773595888784217145e+00,1.049606635744948502e+00,4.635293403608729434e+00,-1.588757862490271844e+00,2.985433941099907784e+00,8.318479497176664017e-01,-1.033990310238617649e+00,-2.093550040197950379e-01,-1.426117365231061584e-01,2.082843887615130202e-02,-3.042714911937148270e-01,-1.995607729336690284e-02,1.758096596687533930e-01,2.970387588415574154e+00,1.085591642807189672e+00,4.833226099185724545e-01,1.597875107455531962e+00,-9.306331310050760530e-01,-4.508551891806008571e-01,6.528609047352703643e-01,-1.457852206840074327e+00,3.339794013722730881e+00,-1.172860002120480027e+00,-1.867222490436873938e+00,1.098031601751487535e-01,-7.002456744328446892e-01,0.000000000000000000e+00,4.785450713368821773e-01,4.216030652510125876e+00,-8.321491287250137869e-01,-2.485189441051906811e-01,-1.125101462023642140e+00,-1.171056940906812560e+00,8.286705644040237573e-01
8.070000000000000506e-01,1.103255972121977679e+00,1.982261923182420116e+00,-6.329563694985881561e+00,-4.926272731130404203e+00,1.103255972121977679e+00,4.441235850470359736e+00,-1.514188917184260852e+00,3.029909860329027538e+00,7.210938475376892365e-01,-9.818087172452436562e-01,-1.992069034561617658e-01,-1.353579213022323424e-01,1.995487528130437949e-02,-2.888520753228497884e-01,-1.899103300938275590e-02,1.668902089989653947e-01,2.928308689168713563e+00,1.068544779098473674e+00,4.275886967800289762e-01,1.633099047828406203e+00,-9.221192627462975189e-01,-4.558626357203617863e-01,6.575067056998435966e-01,-1.457921105463807043e+00,3.335060069448801290e+00,-1.172686158858813332e+00,-1.865092549804124866e+00,1.096838627609762196e-01,-6.995239951295975089e-01,9.239896281154941967e-17,4.885788664596628639e-01,4.204397945091113087e+00,-8.804553833810166985e-01,-2.120386266944142839e-01,-1.101287475308171171e+00,-1.174377663859342169e+00,8.243969146988090468e-01
8.080000000000000515e-01,1.157550287596618155e+00,1.745795853296496780e+00,-6.403909894803125447e+00,-5.089342485216818091e+00,1.157550287596618155e+00,4.261039564509077948e+00,-1.446193559901576275e+00,3.079209638700028950e+00,6.134221304042886125e-01,-9.737222121250398432e-01,-1.980845673356985415e-01,-1.341439738072909560e-01,2.002974284542051106e-02,-2.863760841257709244e-01,-1.889117502876892785e-02,1.654458702073243193e-01,2.892507422269024353e+00,1.077823040758167927e+00,3.899059874216382893e-01,1.586397237996876708e+00,-9.193737049377744830e-01,-4.604783025419731390e-01,6.570702720380707795e-01,-1.449043234422034976e+00,3.308949906826462506e+00,-1.165237833341658202e+00,-1.851125345573740644e+00,1.088392129121102947e-01,-6.943778193125780263e-01,0.000000000000000000e+00,4.697419757219495340e-01,4.188688380248931864e+00,-9.094758197273108413e-01,-2.446983647314434351e-01,-1.096910576151435057e+00,-1.173747296883320246e+00,8.225161422453950433e-01
8.090000000000000524e-01,1.211486720127161520e+00,1.511609071141048144e+00,-6.492758306216361852e+00,-5.264932985967251788e+00,1.211486720127161520e+00,4.089175107545704790e+00,-1.383458542944725478e+00,3.133215228597802771e+00,5.064556178224821625e-01,-1.035264574509509039e+00,-2.111716175708148180e-01,-1.425573336581184847e-01,2.151226639425016934e-02,-3.043976148033651352e-01,-2.013681814770083151e-02,1.758448687415190004e-01,2.899529563419208422e+00,1.086143706398291719e+00,3.929088311769289299e-01,1.584948658919387299e+00,-9.181264838437059872e-01,-4.640967648657344791e-01,6.632289628287983962e-01,-1.450267858975889501e+00,3.306027284904511365e+00,-1.165833199689729316e+00,-1.850148649670118051e+00,1.087711120360782269e-01,-6.940854825683050455e-01,-9.156601380262300519e-17,4.139971299338098820e-01,4.180999373731988378e+00,-9.154817021709189540e-01,-2.436877243564805895e-01,-1.113752986610992757e+00,-1.178319065581740377e+00,8.390738315703172301e-01
8.100000000000000533e-01,1.260645808645356469e+00,1.289668514945271349e+00,-6.591726448775385272e+00,-5.444816753961353228e+00,1.260645808645356469e+00,3.932947109955567289e+00,-1.328163743479105818e+00,3.189045953150906776e+00,4.049327455328162184e-01,-9.949636171197833168e-01,-2.035026075490763420e-01,-1.369353392127963809e-01,2.090223965051503374e-02,-2.924636820618413680e-01,-1.940704949167442253e-02,1.689378332894584667e-01,2.924944891133574920e+00,1.103469709665715337e+00,4.220971781722602789e-01,1.557631136108250436e+00,-9.241764106159090497e-01,-4.637144559440822822e-01,6.626599183215637900e-01,-1.454209434184989824e+00,3.309266033897019454e+00,-1.168615939130366321e+00,-1.852604249926782298e+00,1.088935388155826828e-01,-6.950922974602880000e-01,0.000000000000000000e+00,4.757718398288017791e-01,4.209233136013658338e+00,-8.834541001709024233e-01,-2.740708741680168425e-01,-1.107746553862167804e+00,-1.178213802896044715e+00,8.315977516110222290e-01
8.110000000000000542e-01,1.303904024162342967e+00,1.089890725742668653e+00,-6.695094673315468370e+00,-5.621381038463201030e+00,1.303904024162342967e+00,3.796344254559038678e+00,-1.281305334312736965e+00,3.244799212672802469e+00,3.134117616306626442e-01,-9.666822041895254403e-01,-1.978954354333560817e-01,-1.330170803905512678e-01,2.038248796076874009e-02,-2.841232892422620449e-01,-1.887309503203223049e-02,1.641158800031148612e-01,2.903072540487327213e+00,1.107928092213240845e+00,3.966174083517136628e-01,1.542776667865950468e+00,-9.200560885634944119e-01,-4.703376259563530337e-01,6.655869823337672297e-01,-1.446652541229030309e+00,3.290002080023903375e+00,-1.162443988318498045e+00,-1.842053017446822816e+00,1.082744124670646235e-01,-6.911635230091768278e-01,0.000000000000000000e+00,4.897377950687714643e-01,4.200034736803788249e+00,-8.988436603573356498e-01,-2.788938616201036003e-01,-1.095904965338691861e+00,-1.180374243997561967e+00,8.297028623368820632e-01
8.120000000000000551e-01,1.336725008841754825e+00,9.137098633822602345e-01,-6.803776959317747064e+00,-5.791773525637792908e+00,1.336725008841754825e+00,3.685323059693172532e+00,-1.245267267250262044e+00,3.298487399104223172e+00,2.326426483224729724e-01,-9.057165869494885335e-01,-1.858081963598964825e-01,-1.245758613470708404e-01,1.926388075759907087e-02,-2.661456969806880180e-01,-1.772247265264249513e-02,1.537222435254394504e-01,2.942501730960756845e+00,1.133911918829237031e+00,4.390422347502405676e-01,1.506289246044981711e+00,-9.280478358757358048e-01,-4.717445368600042821e-01,6.671652996746977315e-01,-1.448357795129919134e+00,3.289321060202878400e+00,-1.163528024047055354e+00,-1.842191882538775305e+00,1.082668540099411825e-01,-6.912864665439385492e-01,0.000000000000000000e+00,5.884273488813491770e-01,4.237424782672219337e+00,-8.490616506438857236e-01,-3.166387557361945437e-01,-1.085926678846482751e+00,-1.180753476056585427e+00,8.208875432001372374e-01
8.130000000000000560e-01,1.356763995094915298e+00,7.727191990789505915e-01,-6.910066152048336185e+00,-5.945000207543218451e+00,1.356763995094915298e+00,3.605978607621016963e+00,-1.222009662700453969e+00,3.346615869783406083e+00,1.680260745317370408e-01,-8.946924576669343931e-01,-1.840868714671055062e-01,-1.229879928219969748e-01,1.925366031264872171e-02,-2.628261907712699519e-01,-1.756016996102711600e-02,1.517922204762903182e-01,2.987788135728062233e+00,1.142531484513633622e+00,4.977010833722449457e-01,1.518266429399341755e+00,-9.318447114391620323e-01,-4.706014769032632605e-01,6.667216818782782939e-01,-1.460854383904590215e+00,3.312373835286592350e+00,-1.173016696196778730e+00,-1.855755887055266840e+00,1.089903809612711300e-01,-6.964616769231058990e-01,0.000000000000000000e+00,6.322412941565376254e-01,4.270818448333120187e+00,-7.983036056465308006e-01,-3.182357973432763387e-01,-1.085680521249160924e+00,-1.184623323787396210e+00,8.185139023545686676e-01
8.140000000000000568e-01,1.363586461650453607e+00,6.815012458567213383e-01,-7.005491431571573280e+00,-6.067651691601471775e+00,1.363586461650453607e+00,3.567205782588495744e+00,-1.213506843599251983e+00,3.386151045350014321e+00,1.262277935592623357e-01,-7.837891088920602156e-01,-1.616585708853153780e-01,-1.076808713610376278e-01,1.703525854817424662e-02,-2.301836175988234423e-01,-1.542352818156016506e-02,1.329302322195331787e-01,3.022414209601787860e+00,1.161842256967611675e+00,5.437773801934093765e-01,1.496673872133344130e+00,-9.355018901228374650e-01,-4.729632481184679049e-01,6.674074412366863829e-01,-1.463925083225167345e+00,3.314294267060915899e+00,-1.175131032674326947e+00,-1.857424581500364713e+00,1.090551117517039037e-01,-6.971660238213873706e-01,-1.702943837424188759e-16,7.747000174845602993e-01,4.314477953143212474e+00,-7.390345238419552265e-01,-3.437154508188463575e-01,-1.056630395969957004e+00,-1.185552800121415506e+00,8.003376734562193118e-01
8.150000000000000577e-01,1.355835584661408966e+00,6.430351179754816293e-01,-7.095386984655949192e+00,-6.163175447965973497e+00,1.355835584661408966e+00,3.573972442893790902e+00,-1.220952866215522015e+00,3.418850425879778943e+00,1.087137584440325266e-01,-7.266491773596732706e-01,-1.502737982312824516e-01,-9.976942486076645356e-02,1.596712224972326663e-02,-2.133407654092904226e-01,-1.434045553783028573e-02,1.231937566116636934e-01,3.069183586502290950e+00,1.200481461524175897e+00,5.968593679499836213e-01,1.432027427236242545e+00,-9.427577245522473781e-01,-4.757426231638274827e-01,6.728153759720512106e-01,-1.460422959211216343e+00,3.301497052865572712e+00,-1.171830916645531406e+00,-1.850874718335302260e+00,1.085965671173221431e-01,-6.947873804186684987e-01,1.698876137007549599e-16,8.821114499314013369e-01,4.351704716158466546e+00,-6.747409735563142386e-01,-4.028801688493364730e-01,-1.047501922844215727e+00,-1.184870459120326291e+00,7.960091325837150844e-01
8.160000000000000586e-01,1.336003891886860639e+00,6.401594018009617582e-01,-7.186231926238996870e+00,-6.245792584689739968e+00,1.336003891886860639e+00,3.611344395989596112e+00,-1.239000769261652257e+00,3.449218417958164640e+00,1.077632067777165303e-01,-6.983099957926233170e-01,-1.445378137503814386e-01,-9.585786509121708987e-02,1.540012520456674784e-02,-2.050003411221225647e-01,-1.379443306907610946e-02,1.183744263232098665e-01,2.987188241339163497e+00,1.183845252768994660e+00,4.987407837797320220e-01,1.426737593653867542e+00,-9.304626374611398854e-01,-4.807831940615081012e-01,6.764672947172092332e-01,-1.446496084984424169e+00,3.267921447979029725e+00,-1.160579235244303842e+00,-1.832289317833206699e+00,1.075089721882057370e-01,-6.878435157652409426e-01,0.000000000000000000e+00,8.423821605621160113e-01,4.307228886997642725e+00,-7.576963165557889512e-01,-3.901515989747724178e-01,-1.027954006395056741e+00,-1.182421142895825117e+00,7.948417210404190580e-01
8.170000000000000595e-01,1.306077293577647902e+00,6.496010407086310057e-01,-7.275066687465383097e+00,-6.320852874485884954e+00,1.306077293577647902e+00,3.659972098016840647e+00,-1.263232081975993015e+00,3.475421223078789978e+00,1.126825070443630838e-01,-6.003119523967176407e-01,-1.245203781512664032e-01,-8.236589531886270854e-02,1.334950766161563732e-02,-1.761887460446483755e-01,-1.188504835141134669e-02,1.017311497586306790e-01,3.038280565727786264e+00,1.180358251923052659e+00,5.761998028391133175e-01,1.456758839578166764e+00,-9.323811419821317337e-01,-4.723057938147010582e-01,6.719338951346746081e-01,-1.468272638482145398e+00,3.313873795891370655e+00,-1.177557503003284545e+00,-1.858483837105824543e+00,1.089552990915006181e-01,-6.977301728146586557e-01,7.910441389590216645e-17,9.696959748489232256e-01,4.369711669663156606e+00,-6.837235954830339635e-01,-3.883754898660421451e-01,-9.996145889352795466e-01,-1.181921014980770845e+00,7.736650448933053426e-01
8.180000000000000604e-01,1.271535740324775787e+00,6.758602280548089425e-01,-7.349897251911476914e+00,-6.375247407086367168e+00,1.271535740324775787e+00,3.719408173347034996e+00,-1.293087323662158949e+00,3.493668227392555892e+00,1.252028452502723654e-01,-4.971077090180564539e-01,-1.034142274370613568e-01,-6.815771346882786019e-02,1.118367495702415719e-02,-1.458498256451594699e-01,-9.872694084712061585e-03,8.420602325302686819e-02,3.052886704588448463e+00,1.161661269071033065e+00,6.017617312264712526e-01,1.518221255018361582e+00,-9.255542172211981278e-01,-4.677972515673969878e-01,6.748099166446641650e-01,-1.485846572954831135e+00,3.348495903085370262e+00,-1.191064381639523440e+00,-1.878538655624056641e+00,1.100321162194357189e-01,-7.053458300073818243e-01,0.000000000000000000e+00,1.069932422615560874e+00,4.406742944719342248e+00,-6.574603638818800055e-01,-3.491337256486709006e-01,-9.613719266469218372e-01,-1.183015775659490787e+00,7.590159398976910055e-01
8.190000000000000613e-01,1.238599590224193969e+00,7.212785132969019575e-01,-7.406286490688303026e+00,-6.404646316605231426e+00,1.238599590224193969e+00,3.788644590759455255e+00,-1.327411255486597774e+00,3.503926957127077912e+00,1.460863087461547749e-01,-4.752666248301616325e-01,-9.910632390803478242e-02,-6.512443731284917048e-02,1.079624009762889317e-02,-1.394026466077862014e-01,-9.463771728791064985e-03,8.047777614728297835e-02,3.005933697842710473e+00,1.149830707168106647e+00,5.534642704531727020e-01,1.520416451036931349e+00,-9.172108633320816828e-01,-4.704226535235159212e-01,6.745291889955469244e-01,-1.481573202693296398e+00,3.333646541378433970e+00,-1.187324772399738881e+00,-1.870811708491288083e+00,1.095531987035135713e-01,-7.025308394841335291e-01,0.000000000000000000e+00,1.049093870319252497e+00,4.384370924638505862e+00,-6.989849392594154054e-01,-3.395990173567278170e-01,-9.470603112363543685e-01,-1.182417264736440599e+00,7.550069651428299444e-01
8.200000000000000622e-01,1.209134615393313794e+00,7.711013442682572716e-01,-7.448988002071927461e+00,-6.419939519979831033e+00,1.209134615393313794e+00,3.855696577525904889e+00,-1.362695700820948375e+00,3.508523584303206544e+00,1.685805829877267126e-01,-4.309791982349047146e-01,-9.010737932324339172e-02,-5.901794560655329591e-02,9.894726582010751614e-03,-1.263743333464849572e-01,-8.606889981965376579e-03,7.295049808721774942e-02,3.018356718223437873e+00,1.156069299435455555e+00,5.740919278716185570e-01,1.518316626722248541e+00,-9.165807413756841271e-01,-4.727442107003955729e-01,6.750853969385874898e-01,-1.483473216997422739e+00,3.333204980472768586e+00,-1.188349899421492273e+00,-1.871155044717715210e+00,1.094898551881661741e-01,-7.027464026069689673e-01,0.000000000000000000e+00,1.103904302991110420e+00,4.399166900584980944e+00,-6.732759171564269840e-01,-3.429436914134559311e-01,-9.334652195340028547e-01,-1.184097503289329945e+00,7.480358950258052531e-01
