epoch,mean_ret,mean_len,pi_loss,vf_loss,kl,pi_iters,n_episodes,rmse_curve,rmse_line,rmse_hold,elapsed_s
111,-147.6424,250.0,-0.017802,119.779358,0.015122,23,8,1.1305,nan,nan,5.66
112,-300.0547,250.0,-0.010654,13196.551758,0.016574,7,8,3.0394,nan,nan,5.76
113,-153.4324,250.0,-0.015877,172.313675,0.015099,20,8,1.2689,nan,nan,5.71
114,-156.1466,250.0,-0.004869,145.609085,0.015791,5,8,1.2422,nan,nan,5.82
115,-166.2816,250.0,-0.011062,206.266541,0.015276,15,8,1.3632,nan,nan,5.58
116,-174.8687,250.0,-0.025669,178.121887,0.015106,67,8,1.3929,nan,nan,5.69
117,-127.9787,250.0,-0.027105,97.686874,0.014489,80,8,0.9110,nan,nan,5.82
118,-164.8393,250.0,-0.029639,148.345154,0.011885,80,8,1.4268,nan,nan,5.80
119,-124.3248,250.0,-0.025918,78.719154,0.015538,67,8,0.8332,nan,nan,5.91
120,-181.1349,250.0,-0.023144,165.726608,0.015115,34,8,1.5295,nan,nan,6.08
121,-163.9768,250.0,-0.005934,133.199066,0.018476,4,8,1.3611,nan,nan,5.73
122,-142.3128,250.0,-0.004620,113.019814,0.017389,5,8,1.2061,nan,nan,5.63
123,-143.8460,250.0,-0.005047,97.357834,0.018204,4,8,1.1490,nan,nan,5.53
124,-141.6597,250.0,-0.003646,91.472000,0.017800,6,8,1.1529,nan,nan,5.81
125,-740.0496,250.0,-0.005274,122207.351562,0.017175,4,8,6.1417,nan,nan,5.59
126,-148.8757,250.0,-0.005758,134.478271,0.019438,4,8,1.2578,nan,nan,5.84
127,-147.5150,250.0,-0.003150,112.036781,0.015274,4,8,1.2493,nan,nan,5.55
128,-155.1388,250.0,-0.006260,122.323692,0.016574,7,8,1.2909,nan,nan,5.51
129,-159.2543,250.0,-0.014449,143.462524,0.016029,20,8,1.4306,nan,nan,6.01
130,-147.7967,250.0,-0.010218,103.662537,0.017218,9,8,1.2757,nan,nan,5.59
131,-169.0605,250.0,-0.005013,119.488945,0.015010,6,8,1.4581,nan,nan,5.84
132,-162.4826,250.0,-0.006075,144.697876,0.018757,6,8,1.4223,nan,nan,5.60
133,-145.5688,250.0,-0.005538,84.954720,0.015574,9,8,1.3023,nan,nan,5.51
134,-128.1319,250.0,-0.028616,82.130745,0.015049,61,8,1.0121,nan,nan,5.76
135,-146.0118,250.0,-0.007966,96.181061,0.016946,6,8,1.2456,nan,nan,5.54
136,-164.0339,250.0,-0.004330,120.684982,0.016706,4,8,1.4797,nan,nan,5.98
137,-153.2745,250.0,-0.006761,97.532021,0.015117,8,8,1.3333,nan,nan,5.37
138,-431.5461,250.0,-0.006076,53919.640625,0.017517,5,8,4.3912,nan,nan,5.50
139,-173.8372,250.0,-0.007119,323.021637,0.017362,7,8,1.7866,nan,nan,5.59
140,-123.3332,250.0,-0.004635,81.496078,0.015714,5,8,0.9830,nan,nan,5.57
141,-310.7845,250.0,-0.006347,20828.908203,0.016167,4,8,3.4879,nan,nan,5.67
142,-156.3909,250.0,-0.008593,151.699768,0.016978,11,8,1.3963,nan,nan,5.80
143,-128.2461,250.0,-0.025594,90.322342,0.010351,80,8,1.0676,nan,nan,5.80
144,-148.1899,250.0,-0.014452,116.300858,0.015852,25,8,1.2721,nan,nan,5.49
145,-263.3086,250.0,-0.007127,8174.867676,0.017287,5,8,3.0024,nan,nan,5.57
146,-154.0123,250.0,-0.004690,198.878036,0.021515,4,8,1.3518,nan,nan,5.38
147,-170.7386,250.0,-0.018007,148.662750,0.015425,31,8,1.5872,nan,nan,5.57
148,-151.2744,250.0,-0.009578,146.358765,0.015150,9,8,1.3347,nan,nan,5.36
149,-146.8774,250.0,-0.031071,137.871552,0.013672,80,8,1.2786,nan,nan,5.98
150,-128.1680,250.0,-0.006425,88.641174,0.016222,6,8,1.1293,nan,nan,5.88
