t,f_ext_x,f_ext_y,f_ext_z,f_ext_phi,f_ext_motion_0,f_ext_motion_1,f_ext_motion_2,f_ext_motion_3,f_ext_motion_4,tau_v_0,tau_v_1,tau_v_2,tau_v_3,tau_v_4,tau_v_5,tau_v_6,tau_x_0,tau_x_1,tau_x_2,tau_x_3,tau_x_4,tau_x_5,tau_x_6,tau_phi_0,tau_phi_1,tau_phi_2,tau_phi_3,tau_phi_4,tau_phi_5,tau_phi_6,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6
4.690000000000000280e-01,4.547702770778401238e-01,1.292857394590197773e+00,-8.917951561011969730e+00,-8.447802444088713614e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.854693675864917735e-01,2.621340653835181611e-02,3.957125550190804253e-02,1.010904187723103871e-02,8.629530166684737380e-02,2.033740369612483008e-03,-5.051187732826364907e-02,2.735767858779992068e+00,7.118883829948634556e-01,4.237277857496110078e-01,6.040279021349451716e-01,-1.383703804810034299e+00,-3.138234164745259402e-01,-7.971667750362684823e-02,-9.303978422329636233e-01,4.380161166878715484e+00,-7.444577841056788658e-01,-2.284611456538534924e+00,8.711101231686112223e-02,-8.281985380127663277e-01,0.000000000000000000e+00,2.090839384133520440e+00,5.118262956411930631e+00,-2.811587428541598155e-01,-1.670474512526358701e+00,-1.210297490826325983e+00,-1.139988214117679810e+00,-1.302285548318904973e-01
4.700000000000000289e-01,4.579923480447655182e-01,1.324619715523108088e+00,-8.908426680796370789e+00,-8.428989494769119517e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.914768795386520339e-01,2.681530823977342631e-02,4.040995504980478270e-02,1.028752602572691535e-02,8.810921008634768625e-02,2.083787763596146522e-03,-5.157248746535304101e-02,2.747099931878453472e+00,7.036002333004296450e-01,4.303007824447920848e-01,6.332184813348890051e-01,-1.383493977677302755e+00,-3.108199421090983017e-01,-7.508728074897363935e-02,-9.379592863373023004e-01,4.397054033180695320e+00,-7.513240804954101071e-01,-2.293754183367494814e+00,8.787697807832516028e-02,-8.315402263544121597e-01,1.086202742856134341e-16,2.100617525079803372e+00,5.127469574720898038e+00,-2.806133430008132534e-01,-1.650248176006878786e+00,-1.207507789512630048e+00,-1.140276380699914327e+00,-1.266597682143265624e-01
4.710000000000000298e-01,4.617529105472152340e-01,1.362374556318269203e+00,-8.896145935605764166e+00,-8.406586102374722813e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.380138421788261294e-01,3.114654544552591595e-02,4.686657882679021170e-02,1.189560314569447844e-02,1.021741766878384305e-01,2.423753227940958054e-03,-5.980390696471789974e-02,2.787748951763358018e+00,7.195514840237388077e-01,4.694193122373935823e-01,6.154314369595432765e-01,-1.387361119660493358e+00,-3.131720398431777630e-01,-6.899821006248839372e-02,-9.399331858495262315e-01,4.390492374648001572e+00,-7.535941494093001403e-01,-2.290623073264173470e+00,8.810961283627692653e-02,-8.304270998247282876e-01,1.088501792442792039e-16,2.185829608092658027e+00,5.141190404117265800e+00,-2.373082583451163463e-01,-1.663296033158935705e+00,-1.197077330136378182e+00,-1.141175386439965189e+00,-1.288021170272061755e-01
4.720000000000000306e-01,4.658617076311215577e-01,1.406783296365496261e+00,-8.887288441807502437e+00,-8.385735663243458760e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.376278739753534319e-01,3.116500926873431651e-02,4.681869754162342606e-02,1.184409555946252558e-02,1.020551966206212358e-01,2.429011599995888494e-03,-5.973300973714255890e-02,2.804489560970242934e+00,7.221620233640301256e-01,4.780438817014771025e-01,6.260085473615213392e-01,-1.388345297392588273e+00,-3.142501898734482713e-01,-6.250144000433346947e-02,-9.441568219409998131e-01,4.392402668454566061e+00,-7.577766398856826680e-01,-2.291950150496698146e+00,8.856349188162203345e-02,-8.309339695590970409e-01,0.000000000000000000e+00,2.197960613004596553e+00,5.145729701087329744e+00,-2.329140606425821325e-01,-1.654097507575714276e+00,-1.197726608890345101e+00,-1.142755147832549500e+00,-1.222344497414760284e-01
4.730000000000000315e-01,4.713009502204238976e-01,1.453683992890574261e+00,-8.886837561823373477e+00,-8.374353317753056913e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.535751440404020784e-01,3.265571855472508556e-02,4.903224644866969323e-02,1.239020797105036369e-02,1.068748395205445095e-01,2.546563526559630485e-03,-6.255351268655699737e-02,2.786165147360108563e+00,7.190930145538902973e-01,4.634604240327430125e-01,6.279493438499983426e-01,-1.382867463122184448e+00,-3.145664444791707592e-01,-6.152288537997833984e-02,-9.450274606528421550e-01,4.390333463710138773e+00,-7.587551443871951573e-01,-2.290983351244461286e+00,8.866641403663398646e-02,-8.305922481640762856e-01,6.285157430754513335e-17,2.194712830747668431e+00,5.142082196818754447e+00,-2.462624739057824585e-01,-1.650643799423412661e+00,-1.187326209565005897e+00,-1.142612129116687525e+00,-1.240763980665352817e-01
4.740000000000000324e-01,4.777581342226436822e-01,1.499616706082008699e+00,-8.891567506891728812e+00,-8.367223306840928743e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.939217296086709452e-01,3.643639452273671198e-02,5.463506668139860717e-02,1.376855827251788345e-02,1.190691734618962161e-01,2.844706853858527083e-03,-6.968966496133555122e-02,2.828098056224558121e+00,7.254373566824712238e-01,5.063313991955481486e-01,6.332947502501879988e-01,-1.385797072897296145e+00,-3.158126427255212310e-01,-5.565267471890537193e-02,-9.486823101710575301e-01,4.395120472013687163e+00,-7.621547257414005294e-01,-2.293704884741645689e+00,8.903232186283045746e-02,-8.316059143156169231e-01,-6.291657074664459096e-17,2.273337475662171592e+00,5.156994223218895002e+00,-2.011882598644537667e-01,-1.646641576218939917e+00,-1.177695577572569485e+00,-1.144573850187279529e+00,-1.253423396802409995e-01
4.750000000000000333e-01,4.842779513658355128e-01,1.546751929014166471e+00,-8.895900883481829169e+00,-8.358455302834840950e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.092145641658679334e-01,3.792752406088818751e-02,5.676439986447005120e-02,1.425221251385742037e-02,1.236883071471836792e-01,2.965903152170349440e-03,-7.239148354070576441e-02,2.835035507079670669e+00,7.245947505818824963e-01,5.104480609648148759e-01,6.446516487284226216e-01,-1.385167876416857791e+00,-3.157375359312269425e-01,-5.200777074123315302e-02,-9.534768224262752945e-01,4.399507662151129317e+00,-7.667292628280348854e-01,-2.296325068567584893e+00,8.952457568261021348e-02,-8.325874545459421849e-01,6.297417038906002739e-17,2.290773248819263141e+00,5.162029936793899765e+00,-1.995168019987499652e-01,-1.637421207325304939e+00,-1.171954993587063898e+00,-1.145359087324998804e+00,-1.243992542819388480e-01
4.760000000000000342e-01,4.904401046888389182e-01,1.597342243489966673e+00,-8.899651261170838268e+00,-8.348827720740560565e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.736980977778848523e-01,4.398061776405118306e-02,6.571858831417690117e-02,1.644637913098940390e-02,1.431769909758993931e-01,3.444252108555137613e-03,-8.379601365930816614e-02,2.871437608088948767e+00,7.407741634586456625e-01,5.502977689001978812e-01,6.262008184681160383e-01,-1.387533390626966456e+00,-3.203183248370747305e-01,-4.731260639131075474e-02,-9.543143222516012880e-01,4.388844815367298757e+00,-7.679718435726847758e-01,-2.291042127802173312e+00,8.963193199919260168e-02,-8.307032959668888550e-01,0.000000000000000000e+00,2.390821383615232332e+00,5.173599596589995464e+00,-1.519554863583099935e-01,-1.648394930203067821e+00,-1.154724467651874642e+00,-1.147577368695408495e+00,-1.311086200506189070e-01
4.770000000000000351e-01,4.947048402114107013e-01,1.649396874428055826e+00,-8.905500868018746630e+00,-8.340235489177876715e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.220894354377696445e-01,4.856126879330657786e-02,7.244108277805570706e-02,1.806334243969244177e-02,1.577987924786200535e-01,3.809438328336978326e-03,-9.235149642233859979e-02,2.836398585311699971e+00,7.468503000603947672e-01,5.068314128446027578e-01,6.065020519605075489e-01,-1.380720489426932485e+00,-3.212184685504134718e-01,-4.228787716027949950e-02,-9.547117285869632930e-01,4.372653917588983141e+00,-7.690904321532727739e-01,-2.282934639614000005e+00,8.972358661038652705e-02,-8.277913803371295121e-01,0.000000000000000000e+00,2.403776292162506323e+00,5.168065486442683820e+00,-1.898179365306142952e-01,-1.658369245213799914e+00,-1.133198110337926057e+00,-1.145200410559205961e+00,-1.346393735826180993e-01
4.780000000000000360e-01,4.959974179715892495e-01,1.697146835521911257e+00,-8.911866994967638789e+00,-8.335138988574030350e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.192059060568675610e-01,4.832343933894058668e-02,7.204423892715733357e-02,1.794280201113425052e-02,1.569259218529590327e-01,3.792794268898109014e-03,-9.183995998225864821e-02,2.845547474276615585e+00,7.442252946808813885e-01,5.268119516513476430e-01,6.135765951918984440e-01,-1.377428511725723004e+00,-3.206455476113052594e-01,-4.098327931943687719e-02,-9.574249312166166481e-01,4.379326785801698207e+00,-7.715176470504805373e-01,-2.286528982482871175e+00,8.999359891706883163e-02,-8.291048181173147347e-01,-4.821016667001354392e-17,2.407328449116866498e+00,5.171875519821520051e+00,-1.726614564719755607e-01,-1.655009585279838324e+00,-1.130508990955695126e+00,-1.145957571459721880e+00,-1.328232393016955670e-01
4.790000000000000369e-01,4.956374503488754080e-01,1.738533195890802352e+00,-8.917090266270998100e+00,-8.328975878727673532e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.863673626537287631e-01,4.535437217530841059e-02,6.749365796198533718e-02,1.676081330524021099e-02,1.469971128968449448e-01,3.562868486778354455e-03,-8.602756926892551892e-02,2.856920728707656565e+00,7.390124732385501272e-01,5.471201039012787426e-01,6.349207654850650417e-01,-1.373193051529822073e+00,-3.215404240464543872e-01,-3.724653446262083528e-02,-9.621591614521451952e-01,4.387946655827396292e+00,-7.757359647291488525e-01,-2.291309623575734644e+00,9.045091422499226819e-02,-8.308586827502822958e-01,4.864027165443912584e-17,2.381128929909240188e+00,5.172313501241254663e+00,-1.611222028658847727e-01,-1.639628044785429450e+00,-1.135745024407984749e+00,-1.148836238309958402e+00,-1.232741037315463056e-01
4.799999999999999822e-01,4.975813141985190868e-01,1.776296616768431758e+00,-8.921857365398235373e+00,-8.322614914753508231e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.111977163490329934e-01,4.776413594898832465e-02,7.095226153991965323e-02,1.754733629087813426e-02,1.544988285310792409e-01,3.759456997479941956e-03,-9.041556036513535843e-02,2.880377422701237311e+00,7.322707206393959112e-01,5.671850788319877656e-01,6.702408608495106224e-01,-1.373036143893221483e+00,-3.219111453011896384e-01,-3.050301751685474336e-02,-9.687094237853797196e-01,4.402113105562543538e+00,-7.816232001078364799e-01,-2.298993659264238154e+00,9.108764717869523297e-02,-8.336924957872451358e-01,-1.121938487508097677e-16,2.422865715264890696e+00,5.182147962150927434e+00,-1.434858597359290611e-01,-1.611205462123849408e+00,-1.127449668183446940e+00,-1.151844184090954792e+00,-1.209185778819902163e-01
4.809999999999999831e-01,5.033529815806874197e-01,1.814024950786799595e+00,-8.922967032595089165e+00,-8.312841974731266959e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.095422076966919844e-01,5.705034865178878339e-02,8.461128301369187643e-02,2.085210064351727607e-02,1.842159516811051889e-01,4.497691924609621347e-03,-1.078041943458928204e-01,2.881503817913795285e+00,7.336406067248346652e-01,5.615806909527736313e-01,6.711662550499599700e-01,-1.374830053706557642e+00,-3.206299056989341811e-01,-2.944079435049583998e-02,-9.723181249706909224e-01,4.404016816718576699e+00,-7.851207193482606650e-01,-2.300269616365549830e+00,9.145327008024861648e-02,-8.341875700914440639e-01,0.000000000000000000e+00,2.518727900639796236e+00,5.194707772095199516e+00,-1.389287453817951712e-01,-1.608251260672072691e+00,-1.099160831945203753e+00,-1.150319783865768608e+00,-1.372449886963886534e-01
4.819999999999999840e-01,5.097991488476885102e-01,1.853180837099470235e+00,-8.916799146306090051e+00,-8.295383688142761613e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.797464692998131053e-01,5.437354308995882846e-02,8.048659962545053059e-02,1.975780735287807968e-02,1.752056074204186575e-01,4.293683927717969681e-03,-1.025287773164380856e-01,2.898114727243066735e+00,7.445587486602189831e-01,5.865885091155614850e-01,6.499526012416224630e-01,-1.370204874170130038e+00,-3.204808936703531508e-01,-2.261347676935155857e-02,-9.747329298018584387e-01,4.399367980601153860e+00,-7.876361506659306233e-01,-2.298148475104110577e+00,9.169853962592816599e-02,-8.334550987303178671e-01,-4.995149578297517595e-17,2.503128266741021513e+00,5.198300272351331408e+00,-1.205610419249186077e-01,-1.628438066509609872e+00,-1.103300727123783131e+00,-1.149642308472953234e+00,-1.251422540857896892e-01
4.829999999999999849e-01,5.140086675492268053e-01,1.894635229511525187e+00,-8.904301638738990832e+00,-8.273165362247761223e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.902008908253288944e-01,5.539175205292522913e-02,8.194219599789517861e-02,2.008881799393146331e-02,1.783634650941272048e-01,4.376463259009226968e-03,-1.043758837693913449e-01,2.935974244331600591e+00,7.466454851239521240e-01,6.319326388700121644e-01,6.569884250192659092e-01,-1.372029685437562874e+00,-3.195928057838547387e-01,-1.946272939874310604e-02,-9.782349674511503501e-01,4.410109329564409819e+00,-7.906474463700917665e-01,-2.303857427025095550e+00,9.203330460920712552e-02,-8.355389921688153310e-01,0.000000000000000000e+00,2.547940167705779135e+00,5.212146566741287401e+00,-7.677261150218442354e-02,-1.626780184011898278e+00,-1.101632915734228391e+00,-1.150755334693660759e+00,-1.238386131681344510e-01
4.839999999999999858e-01,5.159681268788425257e-01,1.940050140985002614e+00,-8.885464314513594530e+00,-8.242128980092727986e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.581512260892810051e-01,6.188583568538412460e-02,9.138799831118056549e-02,2.233211915984262969e-02,1.988946260972605795e-01,4.895073601124882295e-03,-1.163881102402546941e-01,2.927779691644414317e+00,7.332004166548860002e-01,6.183189478068826794e-01,6.935763890547195221e-01,-1.368131667870601254e+00,-3.170914146665985145e-01,-1.460894978454622267e-02,-9.848324875296066150e-01,4.425605132496518657e+00,-7.964824405397600282e-01,-2.312245057935072179e+00,9.267589190997185811e-02,-8.386103362468801947e-01,0.000000000000000000e+00,2.601098430204088707e+00,5.220691384836788629e+00,-8.677549442169678329e-02,-1.596336549720509979e+00,-1.076561149863368705e+00,-1.150806677312353754e+00,-1.309970600248009098e-01
4.849999999999999867e-01,5.181431152390950645e-01,1.984986225134346860e+00,-8.857537137240093728e+00,-8.201786276777497164e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.442410853033402107e-01,7.012396135112132500e-02,1.033601435049150419e-01,2.514390399547663038e-02,2.249050171662269615e-01,5.558560298424279796e-03,-1.316051184235038085e-01,2.887208395649125237e+00,7.270772506695729609e-01,5.755058066568647934e-01,7.021890565414620200e-01,-1.358382162513572800e+00,-3.185041982900314594e-01,-1.073885636179647274e-02,-9.870822765825278955e-01,4.419029874698528815e+00,-7.989673316773804324e-01,-2.309116847739774769e+00,9.291080139659285697e-02,-8.375283629457281886e-01,1.143286529321609272e-16,2.644367204369937330e+00,5.216231086719222532e+00,-1.201013815156005970e-01,-1.581783887202836247e+00,-1.040566343950752870e+00,-1.150474000937335317e+00,-1.423439747853001702e-01
4.859999999999999876e-01,5.211216450938207512e-01,2.022646481392236240e+00,-8.823127421188933894e+00,-8.157254447528021757e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.795939046904400982e-01,7.359347519217353251e-02,1.082840848215219226e-01,2.624068704138390190e-02,2.355831561730413193e-01,5.843296414465616768e-03,-1.378503128637579567e-01,2.893750367314992911e+00,7.370293021018461399e-01,5.847058250512152666e-01,6.856175137246655060e-01,-1.356780899756174996e+00,-3.213466698768753238e-01,-7.796814240774573024e-03,-9.877438219893887039e-01,4.408411485073912672e+00,-7.999820905445144126e-01,-2.303851262559582835e+00,9.298142701330243398e-02,-8.356593477215882304e-01,1.144065248177667745e-16,2.685600450016044416e+00,5.219034262367932442e+00,-1.069921806717772234e-01,-1.591993061793533393e+00,-1.028216316569831257e+00,-1.151162721183997872e+00,-1.456471271045324256e-01
